""	"MAA10023A"	"MAA30023"	"MAA10034A"	"MAA30034"	"MAA10037A"	"MAA30037"	"MAA10047A"	"MAA30047"	"MAA10049A"	"MAA30049"	"MAA10073A"	"MAA30073"	"MAA10081A"	"MAA30081"	"MAA10086A"	"MAA30086"	"MAA10092A"	"MAA30092"	"MAA10094A"	"MAA30094"	"MAA10110A"	"MAA30110"	"MAA10142A"	"MAA30142"	"MAA10150A"	"MAA30150"	"MAA10168A"	"MAA30168"	"MAA10169A"	"MAA30169"	"MAA10172A"	"MAA30172"	"MAA10174A"	"MAA30174"	"MAA10186A"	"MAA30186"	"MAA10199A"	"MAA30199"	"MAA10203A"	"MAA30203"	"MAA10210A"	"MAA30210"	"MAA10228A"	"MAA30228"	"MAA10229A"	"MAA30229"	"MAA10233A"	"MAA30233"	"MAA10004A"	"MAA10004B"	"MAA10004C"	"MAA10011A"	"MAA10011B"	"MAA10029A"	"MAA10029B"	"MAA10035A"	"MAA10035B"	"MAA10035C"	"MAA10035D"	"MAA10042A"	"MAA10042C"	"MAA10054A"	"MAA10054B"	"MAA10061A"	"MAA10061B"	"MAA10072A"	"MAA10072B"	"MAA10140A"	"MAA10140B"	"MAA10141A"	"MAA10141B"	"MAA10171A"	"MAA10171B"	"MAA10206A"	"MAA10206B"	"MAA10212A"	"MAA10212B"	"MAA40021A"	"MAA40021B"	"MAA40027A"	"MAA40027B"	"MAA40032A"	"MAA40032B"	"MAA40036A"	"MAA40036B"	"MAA40044A"	"MAA40044B"	"MAA40052A"	"MAA40052B"	"MAA40053A"	"MAA40053B"	"MAA40055A"	"MAA40055B"	"MAA40056A"	"MAA40056B"	"MAA40059A"	"MAA40059B"	"MAA40060A"	"MAA40060B"	"MAA40062A"	"MAA40062B"	"MAA40064A"	"MAA40064B"	"MAA40067A"	"MAA40067B"	"MAA40070A"	"MAA40070B"	"MAA40074A"	"MAA40074B"	"MAA40083A"	"MAA40083B"	"MAA40087A"	"MAA40087B"	"MAA40096A"	"MAA40096B"	"MAA40098A"	"MAA40098B"	"MAA40101A"	"MAA40101B"	"MAA40106A"	"MAA40106B"	"MAA40107A"	"MAA40107B"	"MAA40108A"	"MAA40108B"	"MAA40109A"	"MAA40109B"	"MAA40112A"	"MAA40112B"	"MAA40113A"	"MAA40113B"	"MAA40115A"	"MAA40115B"	"MAA40118A"	"MAA40118B"	"MAA40124A"	"MAA40124B"	"MAA40134A"	"MAA40134B"	"MAA40140A"	"MAA40140B"	"A0140"	"A0185"	"A0244"	"A0261"	"A0317"	"A0353"	"A0376"	"A0431"	"A0439"	"A0445"	"A0512"	"A0550"	"A0577"	"A0612"	"A0710"	"A0764"	"A0772"	"A0860"	"A0881"	"A0933"	"A0935"	"A0944"	"A0980"	"A1000"	"A1001"	"A1020"	"S0710"	"S0140"	"S0185A"	"S0244"	"S0261"	"S0317"	"S0353"	"S0376"	"S0431"	"S0439"	"S0445"	"S0512A"	"S0550"	"S0577"	"S0612"	"S0764A"	"S0764B"	"S0772"	"S0860"	"S0881A"	"S0881B"	"S0933"	"S0935"	"S0944"	"S0980"	"S1000"	"S1001"	"S1020"	"A0400"	"A0730"	"A0157"	"A0174"	"A0181"	"A0196"	"A0233"	"A0293"	"A0295"	"A0303"	"A0311"	"A0313"	"A0316"	"A0318"	"A0360"	"A0399"	"A0458"	"A0459"	"A0465"	"A0479"	"A0516"	"A0554"	"A0584"	"A0619"	"A0630"	"A0633"	"A0634"	"A0635"	"A0673"	"A0677"	"A0727"	"A0728"	"A0729"	"A0735"	"A0760"	"A0765"	"A0831"	"A0840"	"A0841"	"A0851"	"A0852"	"A0911"	"A0943"	"A0972"	"A1031"	"A1240"	"C0092"	"C0629"	"C0630"	"C0006"	"C0012"	"C0013"	"C0016"	"C0033"	"C0038"	"C0048"	"C0059"	"C0063"	"C0069"	"C0071"	"C0073"	"C0077"	"C0082"	"C0089"	"C0097"	"C0117"	"C0118"	"C0154"	"C0156"	"C0164"	"C0167"	"C0177"	"C0237"	"C0238"	"C0246"	"C0247"	"C0261"	"C0266"	"C0267"	"C0319"	"C0320"	"C0331"	"C0332"	"C0342"	"C0364"	"C0393"	"C0394"	"C0399"	"C0400"	"C0450"	"C0451"	"C0482"	"C0483"	"C0494"	"C0495"	"C0498"	"C0505"	"C0506"	"C0532"	"C0533"	"C0537"	"C0558"	"C0570"	"C0571"	"C0590"	"C0603"	"C0617"	"C0640"	"C0641"	"C0645"	"C0656"	"C0657"	"C0659"	"C0692"	"C0697"	"S0185B"	"S0512B"	"A0271"	"A0767"	"A0948"	"A0001"	"A0009"	"A0025"	"A0036"	"A0037"	"A0039"	"A0042"	"A0049"	"A0053"	"A0059"	"A0060"	"A0067"	"A0073"	"A0088"	"A0092"	"A0096"	"A0098"	"A0104"	"A0122"	"A0128"	"A0133"	"A0143"	"A0151"	"A0167"	"A0171"	"A0175"	"A0180"	"A0182"	"A0187"	"A0189"	"A0191"	"A0207"	"A0208"	"A0213"	"A0216"	"A0219"	"A0220"	"A0222"	"A0226"	"A0236"	"A0240"	"A0249"	"A0252"	"A0258"	"A0265"	"A0268"	"A0274"	"A0294"	"A0297"	"A0301"	"A0312"	"A0324"	"A0333"	"A0342"	"A0369"	"A0390"	"A0449"	"A0452"	"A0457"	"A0463"	"A0474"	"A0476"	"A0486"	"A0489"	"A0498"	"A0530"	"A0531"	"A0546"	"A0547"	"A0583"	"A0588"	"A0593"	"A0595"	"A0602"	"A0607"	"A0611"	"A0616"	"A0640"	"A0642"	"A0650"	"A0653"	"A0659"	"A0669"	"A0674"	"A0680"	"A0687"	"A0693"	"A0732"	"A0750"	"A0761"	"A0778"	"A0798"	"A0809"	"A0817"	"A0828"	"A0835"	"A0845"	"A0861"	"A0880"	"A0884"	"A0885"	"A0892"	"A0898"	"A0900"	"A0901"	"A0906"	"A0910"	"A0921"	"A0939"	"A0979"	"A1006"	"A1010"	"A1088"	"A1127"
"Phocaeicola_vulgatus"	19.85696	6.02702	0	0	6.85586	2.3419	4.5039	3.88544	0.01042	0.00773	9.56367	12.55756	15.27438	28.82818	0	0	0	0	0	0	0	28.44679	0	0.85873	2.55744	0	0.31479	26.75268	11.70246	8.45613	20.91588	11.77023	0	0	12.14014	0.31915	0	0	13.17847	9.41658	7.39323	16.16759	6.70325	7.77626	0	0	10.66141	12.51502	2.90734	3.05347	0	6.69318	13.32313	9.49778	18.30494	2.78034	0.1103	13.89004	0.98286	3.59485	6.94002	0.91021	2.74967	9.74801	3.84537	0.86935	0	0	0	3.55229	0.46942	0	0	9.91192	8.21042	6.36508	0	0	0	0.28482	0.35709	0	27.95187	0	0	5.12897	20.79726	0	0	9.95622	23.00205	56.86625	26.35436	2.52163	4.03104	0	0	12.74574	1.81521	0.06632	0	0	0	0	0	6.7469	0.82892	11.31853	15.9551	0	19.68834	20.20921	5.55937	0	2.77264	25.5686	17.18254	15.27362	27.78737	3.87707	2.84725	0.00137	0	35.39134	16.79821	7.64279	0.92755	2.7222	10.19474	0	0	37.47627	30.63898	0.00862	5.02379	11.50505	5.52963	7.1312	3.76833	21.84056	19.07088	12.7455	7.13068	11.37981	3.37506	0	0	0	0.66144	20.20568	0	4.29817	9.70709	25.40487	9.28207	16.67089	3.50575	6.29419	9.09168	0	0.00079	15.87678	6.78552	1.11372	0	1.05187	4.41987	1.33637	19.7706	5.14827	3.57319	5.10867	0.00171	0	0	0	9.95229	2.6683	0.41149	9.58856	6.71491	12.02301	11.25538	12.90749	3.17566	1.08696	2.6705	0	0	0	0.13636	2.80677	0	0	10.09163	5.3229	17.8262	18.19241	12.81292	10.95779	0	12.09191	2.39053	27.35498	6.82441	8.95234	9.12828	3.50965	1.93943	12.64938	0.96179	9.78056	12.53872	6.70863	7.37656	8.82782	0	5.07208	9.49318	4.73357	11.17311	0	0	2.07017	0	0.00143	0	11.06138	3.26138	2.6686	1.04922	0.22787	4.1977	2.92971	4.7345	1.9518	2.04262	0.33574	10.63834	4.04298	13.48731	0.00217	0.00157	0	2.94146	0	4.22953	2.58468	5.15689	3.22379	11.36256	0	3.8007	8.90664	5.51308	1.35624	3.17306	5.22017	14.58449	11.74377	0.72493	0	0.64969	0.16102	0	28.14759	7.79018	14.77801	17.86376	0	2.28713	1.34934	11.74757	11.23109	23.52615	0	2.94929	6.67262	0	5.18217	0	0	7.15252	3.63155	0.37851	4.23159	9.04104	12.275	0	24.63522	0	2.18168	5.16358	2.49095	10.37586	3.55945	6.89351	0	0	14.3127	16.17368	8.10908	11.32947	0.72989	0	0	0	0.84436	14.38979	4.62069	0.06672	2.45885	1.7306	23.70391	0	11.65821	4.16337	8.75916	5.77076	9.90757	17.10761	7.42336	0	13.26708	3.01854	0	0	13.02671	2.75475	38.96762	3.35209	0.59272	2.50836	0	2.76481	0	16.99931	9.81845	0	8.00637	0	23.87375	13.8868	0	5.15242	11.98438	0	0	8.80243	4.56458	13.44629	34.04545	17.13469	24.33301	19.15623	5.63899	22.1889	0.00302	32.69729	0	23.08374	16.84565	0	7.57592	1.22466	6.41311	7.26747	0	0	33.30117	0	0	1.04192	24.74328	0.13393	25.76202	0	0	22.63777	21.32974	0	34.18638	0	1.58225	0	2.18873	0	0	0	0	6.39808	0	0	0	15.85518	8.63037	24.1157	0	35.28409	0	8.402	34.01103	23.08424	14.54975	16.74447	2.94761	0	0	5.19892	2.85299	0	4.9452	0	0	11.90807	19.83557	0	0	7.87457	0	30.01364	0	10.90649	0	0	18.25577	18.34027	23.18419	11.12845
"Phocaeicola_massiliensis"	0	0	0	0	0	0.31092	0	0	0	0	0	0	0	0	0	0	17.25902	0	0	0	0	0	0	0.42287	0	0	0	0	0	0	0	1.93613	0	0	0	0	0	0	1.4914	1.18206	0	0	0	0	0	0	1.67658	10.32478	0	0	0	0	0	0	0	0	0.03827	0	0	0	0	0.07676	0	0	0	0	0	0	0	0	0	0	0	3.54556	0.5769	0.37885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59135	0	0	0	0	12.66272	23.58647	0	0	9.15283	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20015	0	4.24897	0	0	0	0	0	3.54521	1.23887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15913	0	0	0	0.48019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16191	0	0	0	0	0	0	0	0	0	1.83062	0	0	6.50566	1.6331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79329	0.61735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47355	0	0	0	0	0	0	0	0.77528	0	0	2.67851	0	0.17827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91696	0	0	6.42311	0	0	0	0	0	0	0	0	0	0	6.59982	0	0	0	0	0	10.11244	0	0	0	0	0	0	0	0	0	0.72747	0	0	6.67275	0	0	1.55564	0	0	0	0	0	0	0	0	0	0	0	0	0.21013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40836	0	6.49047	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01635	0	0	4.6305	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50047	0	1.99641	0	0.23758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.70949	0	0	3.26944	0	0	0	0	0	0	0	0	0	0	12.62952	0	0	0	0	0	0
"Blautia_wexlerae"	3.71368	0.55666	1.33747	2.01148	1.32046	2.46674	0.28997	2.13484	2.46911	1.42136	8.28455	3.08604	0.82629	1.46594	3.69375	4.13611	2.14224	0	5.89581	7.59266	2.68609	0.01842	6.22583	0.45534	1.38462	15.60748	0.44893	5.55492	2.42549	1.47108	2.63288	3.02467	1.32641	3.51605	0.55958	0.05864	0.94123	1.35994	2.18747	2.35882	2.78234	2.42795	1.26506	3.26942	1.71075	0	3.13977	2.31872	0.41147	0.28463	2.20567	3.1292	1.69501	1.54433	2.85413	0.85404	0.58591	0.75251	0.69461	0.13525	4.12955	0.69027	0.99023	3.196	1.85041	1.95596	3.46242	0.15279	4.37603	3.23946	0.79251	3.49508	4.10485	2.06475	1.56976	3.71639	2.84994	5.96192	0	1.02566	0.45236	7.65585	2.19916	0	1.5353	2.07944	4.28802	0	0.4603	0.95675	3.83079	2.808	1.06147	2.78432	3.50325	3.25062	3.45424	3.95185	2.41369	2.68698	0.44713	1.56813	0.76163	0.33554	4.25213	1.72924	0.6863	3.20987	2.86096	0.70424	1.02951	4.55285	5.5452	2.21881	2.01323	0.46335	2.30359	0.47796	7.56256	1.52868	3.2916	2.30747	4.21328	2.72662	0.77477	2.63179	1.01417	4.28699	4.56964	2.446	4.5664	4.46982	0	2.51323	2.97729	1.31373	2.89097	3.53547	6.8583	5.11019	3.32991	0.26258	3.25179	3.28655	1.46558	1.83972	3.59653	0.3343	2.63175	8.00731	0	2.17383	8.33055	1.56271	4.12601	4.12555	0.27199	2.58298	4.90745	1.8002	1.84304	5.73064	4.95827	1.83282	0.61755	0	5.20083	1.40172	3.43906	2.43241	0.71247	4.12288	9.1631	3.5394	2.89753	2.50965	5.4757	4.43873	4.18862	4.6401	5.43363	3.84801	3.51263	1.72665	4.92277	2.24888	1.41553	1.75039	1.7628	5.00958	0.84627	3.66043	1.14141	3.27155	5.02002	2.10884	0.74917	5.85619	0.61355	2.41267	5.60107	5.52988	1.08238	0	1.43664	0.95061	3.04161	2.52257	1.4448	3.67011	3.17995	3.18476	2.74471	1.84854	2.30422	3.00528	3.65504	2.39464	3.50661	0.86524	5.10706	0.80033	2.58604	1.12915	1.05864	0.66524	4.16678	1.68589	2.48967	0.44158	2.21794	0.73639	1.77027	0.6079	3.12677	3.73881	2.19077	1.24698	3.32287	2.75115	11.23362	0.44629	7.60476	0.74062	2.24274	4.10211	0.20921	1.04085	4.85297	0.13856	0	0.30262	0.06519	2.78666	1.83481	5.95956	2.34626	2.68323	0.37868	0	4.88858	1.7762	1.43624	0.33711	1.83446	3.14113	0.37049	0.55909	1.27425	0.29685	0.5751	1.05511	2.19716	3.89028	1.3346	1.13747	4.08938	1.72506	1.9827	0.76512	0.38608	0.87122	1.16379	1.09769	0.33274	3.14385	2.84296	6.14294	1.69404	0.75576	0.912	2.58467	1.15771	1.71869	3.28548	4.59936	4.89213	9.32908	1.79041	6.96969	3.76556	1.53708	4.37746	2.17199	1.56696	8.26098	1.75997	2.22425	4.30179	0	6.55947	2.13513	0.04185	6.56765	1.88224	1.67596	1.82253	0.49628	2.24207	0.70081	0.06957	2.70347	4.17693	1.04163	3.75009	0.78631	0.08274	1.63096	2.08691	7.75009	1.19662	0.75703	0.25752	5.05446	0.96378	2.30897	0	3.26429	1.74224	2.45724	1.54297	0.9599	4.50883	1.53738	3.90275	3.10962	5.02925	5.48374	1.05709	2.47997	4.9777	2.2603	1.97921	2.02939	2.99392	1.11979	2.44935	2.60921	3.26669	1.6147	2.52959	0	4.76637	4.08817	8.37952	0.53026	2.11901	1.89294	0	2.08463	11.84741	0	0.07744	1.63043	1.8094	7.23906	2.68904	2.50259	8.21344	4.9608	4.77596	4.43195	7.35801	0.61339	3.36929	3.98554	1.95826	0.19571	3.71293	7.81603	5.57406	28.17644	2.77269	4.84578	3.30771	2.94356	1.56078	0	2.28461	0	1.98817	5.1093	7.66789	9.72633	2.79537	2.53456	2.16187	8.96307	0.59211	0.92055	0	2.55261	3.07725	0.70793	3.12764	30.65101	2.57689	0	3.1702	2.01261	7.08611	6.10441	5.79744	4.4281	1.35464	1.25363	0	1.42375	2.77233
"Bacteroides_ovatus"	4.9301	6.49795	2.40371	3.55081	0.52411	0.18322	0	0	3.23341	2.85862	2.09671	0.95787	0	3.03253	0	0.11924	6.80328	0	2.26117	2.93845	0	0	0	0.02872	0.33738	0	0.01577	10.77825	1.8564	0.97432	0.01379	5.92914	0.08556	0	0.20046	0.25529	11.26894	8.63484	3.17419	0.90172	1.22657	0	1.83883	1.77114	0	0	2.57256	2.0026	0.11211	0.22851	3.37569	4.08366	3.62032	0	0.90034	0.10312	0	0	0	3.52001	6.3767	0.02331	0.20793	0.00358	0.09497	0	0	0	1.53474	0.20356	0.44251	0	0	0.78588	1.09174	2.84186	5.94586	0	0	0.16898	0.11741	0	0	0	0	2.60037	0	0	0.00369	0.67671	0.77707	5.88037	0	0.245	0.05246	0	0	0.01741	0	0.61152	0.27824	0	0	0.175	0	0.32444	0.08821	1.07765	10.13203	6.92028	0	0	3.86896	2.31909	1.7421	0	0	0.02523	0	1.51216	3.24407	0.09605	0	3.80625	6.55951	0	0	0.01046	0	0.28836	0.21423	0.71743	0.17191	1.13647	1.3066	5.53002	3.93032	1.76727	0.04248	1.75744	2.03378	4.16089	0	15.09749	1.7145	5.19619	3.18473	13.58306	0.0032	2.02579	5.60515	1.94675	0.11677	2.79056	2.00729	1.98462	0	2.86435	0.00731	0.0853	0.01906	0.1955	0.51125	0.08561	0	0.19102	3.20545	0.26874	4.27138	0.2973	5.06531	0.43525	0.03129	2.16826	7.02485	0	0	1.91991	3.49406	9.20273	1.06856	1.483	0	0	0	0.03622	0.29009	1.14734	0	0	0	0.14178	0.01451	2.3399	7.19584	1.12959	0.31076	1.53354	5.11382	6.95418	14.24611	0	0.12034	0	0.75757	0	0.08064	1.47184	0.05708	0	0.20968	2.58576	8.88318	1.02814	0	0	0	25.23069	0.75767	0.56356	6.26807	0	0.0198	0.9285	0	6.35523	0.35539	0	0	0.66067	0.16591	0.09766	0.02999	0	1.26928	0.40662	5.136	0.39529	0.00721	1.69483	3.31989	2.06571	0.47414	0	0.07722	0.29075	0.82897	0.00791	0.26799	3.94643	3.2953	4.70027	1.15017	0	0.13223	0.56845	0.18877	0.71651	2.69157	0	0.02665	0.26156	0.21836	0	0	0.82114	2.43849	0.24658	0.11555	0	0	0.91717	0.65992	0.92604	5.19759	0	3.56384	4.40983	2.96705	0.01471	0.03836	0.05723	0.5824	0.03428	0.0379	0.36636	0.03101	0	0	1.99711	2.18243	0.10803	1.29645	0.46825	0.37119	1.09684	0	2.67408	10.10447	0	0	4.54263	0	0.69211	4.74416	0.10678	9.54546	0.30607	0.02243	0	0.00121	0.9442	0.01411	0	0	3.35787	0.01338	0.29698	2.94226	1.22812	1.64614	0	0.03143	0.21826	6.9961	0.39325	0	0.60848	0	0	6.29201	0.03163	1.57204	3.82028	1.24684	1.56255	0.39829	1.44839	1.87406	0.20783	0.09843	7.61792	2.22063	0.90232	0	2.01806	0	0.03304	1.14806	0.52963	0	3.56428	0.64139	0.0694	14.8637	7.71179	0.08792	2.14166	0.24622	2.58478	0	0.50574	0.0253	2.04372	0	1.51529	0.76823	4.87381	20.18088	0.04708	0	1.00591	2.66314	4.22235	2.4631	0	0	0	12.24543	0.14839	3.97035	0.90643	0	0.97796	5.68464	1.50074	0.0389	0.10239	6.29738	0	2.27143	0	0	0.02723	0.09247	6.33152	1.84547	0	5.59048	0	1.20889	0	0	1.2048	4.40955	0	6.64639	0.45064	0.61934	2.91052	0	0	2.92903	4.46013	5.8261	0.00582	0	0	0.62724	1.88406	13.84079	0.15883	0.78829	0	0.12754	0	9.23723	0	0
"Parabacteroides_distasonis"	0.90049	0.65897	1.26146	5.06766	1.23087	0.34806	2.21474	0.99538	1.83955	0.89574	1.34759	0.31246	0	0	0	0	2.32611	10.89119	0.95712	2.00929	0	0	4.50316	0.06877	0.34155	3.3719	0.00853	4.13574	0.39573	0.41526	1.7925	2.8409	1.5056	1.91545	0.44444	0.20265	0.32296	1.79332	1.22688	0.64323	3.26618	21.37363	2.10438	0.98582	0.75142	0	0	0	0.64757	0.62594	0.6801	3.2671	1.7736	0.40975	1.21394	0.42584	0.01091	0	0	3.22258	4.81857	0.10553	0.61042	0.7187	0.15044	2.33279	2.50768	0	0	0.92554	0.54974	0	0	1.71393	1.09798	1.2588	0	0	0	0.08331	0.66159	0	0	0	0	0.49955	0.56978	17.94265	5.23301	0.38743	0.58587	4.40861	1.27825	0.0894	0.35058	5.37573	3.81426	0.60441	0.44899	4.95106	3.53102	0.75345	0.897	0.83212	3.23656	1.06903	0.5885	2.10392	0.86245	1.56183	0	2.31917	0.5949	0.93511	1.33222	2.74559	1.87093	0.95375	3.77622	0.97764	1.0576	3.20246	0	3.12204	1.23703	0.76577	0.98725	0.70669	2.45521	0.33621	2.11605	1.46032	11.57361	0.65527	1.89215	1.30376	0	1.16751	2.39988	0.5685	6.21575	0.60768	1.35296	5.88201	2.27637	1.18425	1.25145	1.66353	0.19203	2.06289	0	1.63531	0.35195	1.96641	0.75535	2.90343	1.12597	0	2.30004	0.60453	0.97826	1.29674	1.17272	0.11974	2.25861	2.07973	0.68323	0.42726	0.76268	0.23305	2.16937	1.12915	1.06346	2.29498	0	2.94863	0.60981	1.32933	0.69725	0	1.68016	0.42262	1.93244	0.72524	0.97502	0.13892	0.93846	2.74476	0	3.01173	0.10734	0.36819	5.89369	3.92425	3.25087	0.17201	1.54913	1.96539	1.50036	0.68174	6.19943	1.35069	0.94391	0.70761	1.20201	0.33241	0.89993	2.14536	0.59135	0.94069	0.07767	1.24935	1.21259	1.09235	0.44766	0.81594	0.89293	2.76369	1.7725	1.07895	0	2.68475	5.32063	6.04031	2.086	2.6225	1.03119	1.57427	0	0.94652	0.27232	0.23923	0.50366	0.16068	0.38553	0.50878	1.46546	0.04175	0.0093	1.10142	1.06449	0.32354	1.16647	0	1.48154	4.12213	1.16278	0.69869	0	1.419	0.47954	0	1.54029	2.82816	1.4737	0.26869	0	0.37059	1.22031	4.78486	0.74634	0.70277	0.22131	0	2.81461	0.12301	0.25871	0.78883	0.11543	0	0.67187	1.18906	0.681	0.30131	0.37779	1.40612	7.25166	0.91651	3.17462	0.46907	3.14969	2.19764	0.38903	0.156	0.05541	0.17428	1.00858	0.97206	1.88086	0.66397	1.10014	0	0.69531	0.23109	3.65285	0.66492	0.33142	0.08293	1.15372	1.96457	8.6429	0.98543	0.72565	0.86788	0.38262	0	2.07519	0.04996	0.86385	1.62308	0.51079	1.80959	0.54308	3.72853	0	2.23098	1.1707	1.07276	1.41963	1.15837	1.35253	0.62916	0.63285	0.31939	1.33444	2.07503	2.63664	0.07588	0	0	3.59541	0.22062	0	2.42847	0.62828	0.25118	1.18889	0.56229	4.39171	2.68458	0	0.82292	1.16189	0.4839	0.07771	2.33354	0	0	1.58293	0.20665	1.4688	4.40143	0.76422	5.05428	1.52938	0	3.11754	1.03244	1.8392	1.05457	1.70058	1.13108	2.12472	0.59365	0.28945	1.56996	2.98747	2.94177	0	1.47269	2.05338	5.30661	1.03362	2.00702	1.78823	3.93069	0	0.9942	8.93469	2.33661	0	1.05957	1.27422	0.67198	1.45446	0.45187	0.01024	0	1.04472	0	0	0.4702	0	3.18214	1.27066	3.34589	0	0	0	2.12994	1.18361	0	1.37066	1.64982	0	0.54329	1.57409	1.4888	1.07483	1.48073	1.43845	0.65749	2.84175	1.90987	0.84096	1.4714	2.70151	0	0.36106	0.44961	3.27821	2.68065	1.16843	0	0	0.89701	2.16956	0.36889	1.10856
"Faecalibacterium_prausnitzii"	13.87436	4.75905	3.87342	9.76063	11.51495	7.67556	3.34962	12.99293	1.49834	10.71976	13.11626	18.61247	10.20251	8.82004	2.72298	3.96169	0	0	18.07169	19.36121	27.7424	0	16.77465	12.16838	9.19931	19.7339	3.09776	5.18375	26.631	23.14741	21.78642	24.17563	8.76976	9.9074	8.64643	1.4308	3.79631	12.57919	15.89527	8.95501	8.90653	5.83025	3.89905	12.54896	16.35502	0.22099	17.50917	8.48273	10.86668	11.10256	14.57665	5.9387	7.4255	23.20141	7.14944	11.76402	7.2919	14.63624	2.90458	0.91267	5.56644	11.52031	8.38536	15.9292	10.28904	2.24943	4.28547	0	0	8.26072	0.97439	3.3285	3.55236	14.01881	8.61578	9.43051	3.25371	12.85558	21.17559	5.28809	2.339	10.03665	12.33533	0	0	20.79019	23.88952	6.95151	0.698	4.84447	8.32098	0.13592	8.99089	22.5921	15.90107	17.51231	3.26117	18.73724	7.55673	16.86813	4.9514	3.24734	5.92544	0.59873	8.06329	14.66895	6.76444	7.29867	12.34117	5.62597	8.66091	12.17672	4.7037	28.99157	20.73701	6.72395	11.92856	2.34007	3.94454	29.64642	17.31385	9.02029	0	11.9041	4.96468	15.20651	2.23757	1.24553	18.45968	9.28374	10.96179	12.95622	10.58514	13.56823	0.50994	8.6574	0.55086	4.29481	11.44973	6.312	6.24165	4.56686	8.66459	1.93923	2.03931	3.74398	2.45703	0.01673	6.1022	15.772	5.45236	2.80911	7.51905	7.59584	19.30553	3.37214	8.26699	4.94407	17.79248	2.00747	11.91084	23.77848	13.35339	8.02548	8.14266	0.64629	2.07392	10.8222	8.36363	3.48464	3.25181	5.19965	1.99514	10.28298	2.22165	10.65538	15.10513	0.28897	9.01299	9.63741	9.38242	14.95471	9.84336	11.71831	5.37889	10.26893	6.84414	5.43625	9.12655	8.44145	0.76097	5.1214	7.13638	5.57516	2.32613	4.82564	14.02979	4.4644	6.11054	19.24489	8.53209	5.9026	1.8524	16.30634	1.43191	2.1014	3.46812	5.07513	14.26871	6.46854	6.08868	8.33751	4.2432	7.86903	3.05108	4.56012	2.86425	8.81841	8.48896	3.28083	9.25533	2.54217	1.469	5.14891	2.02308	2.33858	0	1.67493	8.97456	6.15032	17.03691	5.14035	3.10295	0.07264	4.70982	8.17814	1.84352	0.63808	6.46115	9.15197	1.64692	2.20201	10.63085	4.27185	3.97684	17.44588	9.06969	12.88384	24.46421	5.49701	10.74749	3.07282	2.05792	5.3411	12.11261	8.15761	9.89251	8.86963	5.77712	0.87574	10.01426	8.6626	4.80744	0.23697	4.05268	10.15339	2.19603	0.66533	19.20531	10.14736	1.63465	10.14619	10.06473	17.32179	14.07057	6.48838	0.79775	9.82214	8.92427	6.38225	1.59583	5.90443	13.51601	6.43023	0.35378	2.6321	18.44885	24.92279	11.81823	6.85499	7.23524	16.89472	2.61452	5.78163	7.26678	1.45407	9.67476	9.03055	3.82083	2.75762	6.74483	3.75851	13.33068	8.06768	15.23753	7.10891	12.06063	1.46318	11.67204	1.4399	4.27723	15.65834	1.1645	10.93412	1.34381	5.77533	18.44753	13.36696	9.36232	9.97725	3.95272	17.09588	9.13115	11.61649	2.51594	13.40947	14.03123	12.6092	10.06187	14.0573	3.20689	9.65232	2.42717	8.51534	2.58613	20.41721	0.37234	14.08039	9.95289	4.86628	14.44942	14.37767	0	11.9128	38.30194	19.39128	8.37696	23.26244	4.305	6.15206	6.26491	1.78368	8.80742	14.4503	4.11776	2.03811	5.44813	5.93019	4.613	2.09345	9.20328	0	10.239	11.48328	3.66089	1.1158	12.11945	13.83716	0	1.79848	0	8.47138	0.60717	10.00922	6.81309	5.61244	7.30153	8.69885	6.75899	9.56801	3.79926	0	10.8955	3.20289	7.80887	4.36048	1.14924	5.29295	5.64426	1.07665	0.13794	0	13.84665	10.54403	12.51518	3.7413	9.91904	12.82057	8.90308	8.63479	15.47548	1.34409	3.40538	0	11.99808	10.67756	9.74353	14.79447	8.64137	8.41196	6.96923	5.50777	4.08362	2.97884	0.86019	14.84498	6.58949	0	6.95716	2.79836	9.40283	0.2807	6.84947	21.9796	6.49276	7.93431	4.64544	2.5397	25.52308
